,age,cond,gender,pol_orient,position,subj_id,subj_post_a,subj_post_b,subj_post_belief,subj_post_con,subj_prior_a,subj_prior_b,subj_prior_belief,subj_prior_con,time,subj_a_diff,subj_b_diff
77,51,3,1,2,0,25,8.984821429939192,3.7678283415829608,71.272727272754,39.0,120.44940895980461,122.65948985792662,48.5050505051,99.0,1294936,-111.46458752986543,-118.89166151634366
78,30,1,1,2,0,26,10.512832578009402,5.009470557300244,68.30303030306,42.0,12.648866815973593,24.45447584414932,67.323232323166,60.0,1106086,-2.136034237964191,-19.445005286849078
79,30,2,1,2,0,26,10.726802360204148,18.40772256869935,34.646464646528,53.99999999999999,13.803237308698746,19.567226514485718,39.595959596018005,56.00000000000001,1106086,-3.0764349484945974,-1.1595039457863692
80,30,3,1,2,0,26,4.513522673592412,2.8418476092948945,61.373737373774,25.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,1106086,-8.39822943468736,-10.306817381681698
81,31,1,1,3,1,27,29.095030657182598,8.337172527531791,80.19191919184,66.0,122.65948985792662,120.44940895980461,50.4949494949,99.0,1125636,-93.56445920074401,-112.11223643227282
82,31,2,1,3,1,27,56.41836353389899,20.675052475227357,75.24242424235,79.0,32.11435779496539,14.674772767279222,70.29292929286,66.0,1125636,24.304005738933597,6.000279707948135
83,31,3,1,3,1,27,56.41836353389899,20.675052475227357,75.24242424235,79.0,16.663867852759886,32.21681118204417,32.67676767673599,66.0,1125636,39.754495681139105,-11.541758706816811
84,51,1,0,1,1,28,7.640195589651989,2.931144219939218,74.252525252452,36.0,1.8664704116204625,1.8328403141171201,50.4949494949,11.0,1782313,5.773725178031526,1.098303905822098
85,51,2,0,1,1,28,4.799524214428818,2.4825125247112907,67.323232323166,26.0,1.5945938303142513,1.5099251313623152,51.48484848479799,8.0,1782313,3.2049303841145664,0.9725873933489755
86,51,3,0,1,1,28,5.586381099687812,3.008051361378293,66.333333333268,29.0,1.9753269749789637,1.9397354979558428,50.4949494949,12.0,1782313,3.6110541247088483,1.0683158634224503
87,29,1,0,3,0,29,56.16327765339443,16.94868142201297,78.20202020204,80.0,10.560865491479792,11.996322936900434,53.46464646459399,47.0,708265,45.60241216191464,4.952358485112537
88,29,2,0,3,0,29,52.765659685901234,15.11998435442445,79.191919191938,79.0,17.957894944778275,16.396338862595563,51.474747474794,56.00000000000001,708265,34.80776474112296,-1.2763545081711136
89,29,3,0,3,0,29,53.518933286261195,37.75366611660828,58.40404040408,78.0,18.359759065095393,24.157577717179755,41.575757575814,61.00000000000001,708265,35.1591742211658,13.596088399428524
90,42,1,0,2,1,30,9.99059101329788,5.821855194814046,64.353535353472,41.0,1.3898038358784848,1.3647623253245973,50.4949494949,6.0,645961,8.600787177419395,4.457092869489449
91,42,2,0,2,1,30,4.410177282566936,3.7430916431944623,54.454545454492,26.0,8.062884795682988,8.210827635985382,49.505050505001996,40.0,645961,-3.6527075131160522,-4.467735992790919
92,42,3,0,2,1,30,32.00381677754573,14.014743294784955,71.28282828275799,66.0,11.976329272621202,11.76053955601878,50.4949494949,48.0,645961,20.02748750492453,2.254203738766174
93,33,1,0,3,1,31,7.197628640431698,2.6376403092356857,75.24242424235,35.0,1.3898038358784848,1.3647623253245973,50.4949494949,6.0,758586,5.8078248045532135,1.2728779839110884
94,33,2,0,3,1,31,3.841488737977846,1.6822205584660128,71.28282828275799,22.0,1.3066494158764443,1.283106183160283,50.4949494949,5.0,758586,2.5348393221014014,0.3991143753057298
95,33,3,0,3,1,31,3.4909105910866183,1.663454040052759,69.303030302962,20.0,1.3066494158764443,1.283106183160283,50.4949494949,5.0,758586,2.1842611752101737,0.3803478568924761
96,31,1,1,1,1,32,32.282762377805724,11.289064144426685,76.23232323224799,67.0,36.923427815622986,17.5943850665554,69.303030302962,69.0,545301,-4.640665437817262,-6.305320922128715
97,31,2,1,1,1,32,18.04903577009157,5.728137100709956,78.21212121204398,55.0,12.841034016212511,47.26593371929634,18.818181818164,77.0,545301,5.20800175387906,-41.537796618586384
98,31,3,1,1,1,32,87.89985090375379,14.417435862616824,89.101010100922,96.0,70.48868425908562,21.271733119691493,79.202020201942,85.0,545301,17.41116664466817,-6.85429725707467
99,37,1,0,6,1,33,51.87345296852347,40.90833282892006,56.434343434287996,78.0,89.44930310740524,87.83760395247658,50.4949494949,92.0,1453882,-37.57585013888177,-46.929271123556525
100,37,2,0,6,1,33,65.81178082289686,50.01695342550726,57.424242424186,83.0,49.09123951464783,44.82243607867643,52.474747474695995,78.0,1453882,16.720541308249032,5.194517346830828
101,37,3,0,6,1,33,44.04262936756571,25.665129343753563,64.353535353472,73.0,26.238524502129945,37.19527099758062,40.59595959592,70.0,1453882,17.804104865435765,-11.530141653827059
102,39,1,0,4,0,34,3.734070458398384,3.287258608669979,52.46464646469201,23.0,1.7398413103154826,2.1264727126035163,55.444444444389994,12.0,1086339,1.9942291480829015,1.1607858960664625
103,39,2,0,4,0,34,2.3243705906107603,2.5457392182831518,46.525252525304005,16.0,1.551810136559139,1.8966568335684495,43.555555555610006,10.0,1086339,0.7725604540516213,0.6490823847147023
104,39,3,0,4,0,34,60.804659232067685,27.78491050998365,69.29292929295801,80.0,4.284229160662902,3.911687494511604,51.474747474794,26.0,1086339,56.52043007140478,23.873223015472046
105,21,1,0,1,0,35,10.144511516169086,14.931809085563383,38.60606060612,50.0,10.297479439542307,29.447178046304465,76.23232323224799,65.0,888350,-0.15296792337322174,-14.515368960741082
106,21,2,0,1,0,35,16.810293212508004,7.681524712990938,69.29292929295801,52.0,7.323570657966077,4.975555637847492,59.39393939397801,35.0,888350,9.486722554541927,2.7059690751434458
107,21,3,0,1,0,35,8.856313800354311,7.246074927550908,54.444444444488,40.0,8.023740021008246,11.810224075839328,38.60606060612,45.0,888350,0.832573779346065,-4.564149148288419
108,30,1,0,7,0,36,8.337172527531791,29.095030657182598,18.80808080816,66.0,4.91061035455414,9.119704944147925,66.333333333268,39.0,1132444,3.4265621729776514,19.97532571303467
109,30,2,0,7,0,36,1.0811482121094003,2.0078466796264487,32.666666666732,10.0,1.0811482121094003,2.0078466796264487,32.666666666732,10.0,1132444,0.0,0.0
110,30,3,0,7,0,36,1.0811482121094003,2.0078466796264487,32.666666666732,10.0,1.0811482121094003,2.0078466796264487,32.666666666732,10.0,1132444,0.0,0.0
111,24,1,0,4,0,37,69.31520839990742,19.86225269936886,79.191919191938,85.0,1.0858007801860912,1.1892103782967989,52.474747474695995,3.0,1114567,68.22940761972133,18.67304232107206
112,24,2,0,4,0,37,29.753399054131254,10.903419529141567,74.24242424244801,65.0,7.4814800634757805,5.6859248482327445,56.424242424284,36.0,1114567,22.27191899065547,5.217494680908823
113,24,3,0,4,0,37,56.31396951030141,12.13394923149082,84.141414141428,83.0,2.0414135001701457,1.8638992827608543,51.474747474794,12.0,1114567,54.27255601013127,10.270049948729966
114,35,1,0,4,1,38,54.26590139650793,13.183241582265753,83.16161616153398,81.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1554478,41.11723640553134,0.2714894739859801
115,35,2,0,4,1,38,3.6648839064470784,1.674682049970834,70.29292929286,21.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,1554478,-9.483781084529515,-11.23707005830894
116,35,3,0,4,1,38,28.66829784820139,10.998529363183364,74.252525252452,63.99999999999999,13.148664990976593,12.911752108279773,50.4949494949,50.0,1554478,15.519632857224797,-1.9132227450964088
117,24,1,1,4,0,39,54.73480997685979,34.4626581335295,61.373737373774,78.0,11.606412215437597,14.185614929950628,55.444444444389994,50.0,724023,43.12839776142219,20.277043203578874
118,24,2,1,4,0,39,60.93108293717387,29.03427441969092,68.30303030306,80.0,51.04932739569006,51.986012301938466,48.5050505051,80.0,724023,9.881755541483813,-22.951737882247546
119,24,3,1,4,0,39,60.98652850851594,30.285827082421804,67.313131313162,80.0,41.43336489816466,40.68681778280991,49.494949494998004,75.0,724023,19.553163610351277,-10.400990700388107
120,30,1,0,1,0,40,31.47267517119641,9.988334036357296,77.212121212142,67.0,13.150981255466297,8.2802474571337,37.626262626226,47.0,1415385,18.321693915730116,1.708086579223595
121,30,2,0,1,0,40,42.92462353338135,15.730141543271328,74.24242424244801,73.0,3.4945789416562785,3.558699656175611,48.5050505051,23.0,1415385,39.43004459172507,12.171441887095718
122,30,3,0,1,0,40,29.393915098490815,15.203749188854871,66.32323232326401,63.99999999999999,1.38296897824662,4.357656969175282,20.787878787956018,26.0,1415385,28.010946120244196,10.84609221967959
123,33,1,1,3,1,41,15.326249741025698,8.587047727263396,65.34343434337,50.0,120.44940895958187,122.65948985814141,49.505050505001996,99.0,646475,-105.12315921855617,-114.07244213087802
124,33,2,1,3,1,41,34.97043773912107,10.020768708913044,80.19191919184,70.0,122.65948985792662,120.44940895980461,50.4949494949,99.0,646475,-87.68905211880555,-110.42864025089158
125,33,3,1,3,1,41,9.523419397420273,4.3517611816155055,70.29292929286,40.0,13.148664990976593,12.911752108279773,50.4949494949,50.0,646475,-3.62524559355632,-8.559990926664266
126,33,1,1,3,1,42,15.326249741025698,8.587047727263396,65.34343434337,50.0,122.65948985792662,120.44940895980461,50.4949494949,99.0,1134329,-107.33324011690092,-111.86236123254122
127,33,2,1,3,1,42,14.931809085563383,10.144511516169086,60.39393939388,50.0,120.44940895958187,122.65948985814141,49.505050505001996,99.0,1134329,-105.51759987401849,-112.51497834197232
128,33,3,1,3,1,42,9.316199285642213,6.329326232244537,60.39393939388,40.0,120.44940895958187,122.65948985814141,49.505050505001996,99.0,1134329,-111.13320967393966,-116.33016362589687
129,33,1,0,2,0,43,14.474490919892338,6.069947805108985,71.272727272754,49.0,3.7368058266194866,5.102949892254295,58.41414141408399,28.0,842482,10.737685093272852,0.9669979128546897
130,33,2,0,2,0,43,2.1001138965674744,1.7824496096887856,53.454545454590004,12.0,28.428394116941902,25.95635984585903,51.474747474794,66.0,842482,-26.328280220374428,-24.173910236170244
131,33,3,0,2,0,43,25.57923099219538,12.188761076802725,68.30303030306,61.00000000000001,58.479735222310225,59.55275788683148,48.5050505051,83.0,842482,-32.90050423011485,-47.36399681002875
132,53,1,1,1,0,44,11.907989642802443,9.39085362073175,55.434343434386,46.0,9.119704944148957,4.910610354535271,33.666666666634,39.0,1507503,2.788284698653486,4.48024326619648
133,53,2,1,1,0,44,6.329326232244537,9.316199285642213,38.60606060612,40.0,4.1275131552839355,5.636496459354056,40.58585858591601,29.999999999999996,1507503,2.201813076960602,3.679702826288157
134,53,3,1,1,0,44,4.082168279863632,7.892192007714961,31.676767676834004,36.0,10.726802360204148,18.40772256869935,34.646464646528,53.99999999999999,1507503,-6.644634080340516,-10.515530560984388
135,23,1,1,1,1,45,9.744520184992668,3.7384637187833203,74.252525252452,41.0,1.0089658151756773,0.9907862509400793,50.4949494949,1.0,844292,8.73555436981699,2.747677467843241
136,23,2,1,1,1,45,14.266924105503517,5.473474027915948,74.252525252452,49.0,1.0089658151756773,0.9907862509400793,50.4949494949,1.0,844292,13.257958290327839,4.482687776975869
137,23,3,1,1,1,45,19.953079267631285,8.006649642451295,73.262626262554,56.00000000000001,1.0089658151756773,0.9907862509400793,50.4949494949,1.0,844292,18.944113452455607,7.015863391511216
138,52,1,0,2,0,46,6.738279704154452,2.9507499358026514,70.282828282856,33.0,12.911752108279773,13.148664990976593,50.4949494949,50.0,861323,-6.17347240412532,-10.197915055173942
139,52,2,0,2,0,46,24.369773376590285,11.135856708494503,69.29292929295801,60.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,861323,11.458021268310512,-2.0128082824820908
140,52,3,0,2,0,46,7.845364194465526,3.584967744486479,69.29292929295801,36.0,12.911752108279773,13.148664990976593,48.5050505051,50.0,861323,-5.066387913814246,-9.563697246490115
141,30,1,1,5,1,47,1.8154225117353455,0.6348410010385716,76.23232323224799,10.0,2.0026414989563923,1.0358490511871488,67.323232323166,10.0,611655,-0.1872189872210468,-0.4010080501485772
142,30,2,1,5,1,47,1.8911777526150026,1.0183264821799944,66.333333333268,9.0,2.0078466796264487,1.0811482121094003,66.333333333268,10.0,611655,-0.11666892701144604,-0.06282172992940582
143,30,3,1,5,1,47,3.087965218536648,1.0798405978970704,76.23232323224799,19.0,2.0078466796264487,1.0811482121094003,66.333333333268,10.0,611655,1.0801185389101993,-0.0013076142123298329
144,25,1,1,6,1,48,55.6925341465873,27.65683668511707,68.31313131306399,78.0,21.556107869684006,32.95359019163351,38.616161616123996,67.0,1745107,34.13642627690329,-5.296753506516438
145,25,2,1,6,1,48,24.3772633340293,20.68994619110778,54.454545454492,62.0,22.95450097256639,20.20780854853772,53.46464646459399,61.00000000000001,1745107,1.4227623614629117,0.4821376425700592
146,25,3,1,6,1,48,60.26474694944147,36.510759100845526,63.36363636357399,80.0,71.37527963814333,46.68909269573588,61.383838383778,84.0,1745107,-11.11053268870186,-10.178333594890354
147,24,1,0,2,0,49,2.985160130265529,1.7395537449724974,63.35353535357,17.0,1.463938611650138,1.7892583031243317,55.444444444389994,9.0,2234895,1.521221518615391,-0.04970455815183428
148,24,2,0,2,0,49,2.9046303585091513,1.2180707955024015,71.272727272754,17.0,1.823831811691197,2.0717312812374478,45.53535353540601,12.0,2234895,1.0807985468179544,-0.8536604857350463
149,24,3,0,2,0,49,1.643818199427354,1.4471220046216502,52.46464646469201,8.0,0.9539917878210288,1.5746611437489433,35.63636363642601,6.0,2234895,0.6898264116063252,-0.1275391391272931
